Time1=100ms:Average1=5:Objective=10X:Aperture=1: (11/28/2018 2:47:09 PM)
11/28/2018 2:47:09 PM
Reflectance
10X
Ap#: 1
Avg1: 5.000000
Avg2: 0.000000
Int.Time1:100.000000
Int.Time2:0.000000
350.16613620,6.25683289
350.60193709,6.11997226
351.03772818,6.48821130
351.47350942,6.63238163
351.90928082,7.12258294
352.34504234,7.53022760
352.78079397,7.84661814
353.21653569,7.81291759
353.65226748,7.68339424
354.08798932,7.42984410
354.52370120,7.66559829
354.95940309,7.88186105
355.39509497,7.95403936
355.83077683,7.82083185
356.26644864,7.88396512
356.70211039,7.66089658
357.13776206,7.59146071
357.57340363,7.49422838
358.00903508,7.31599041
358.44465639,6.83958074
358.88026755,6.60051386
359.31586852,6.55157149
359.75145930,6.21398812
360.18703986,5.87974852
360.62261019,5.79671550
361.05817026,5.37374821
361.49372007,5.59340266
361.92925958,5.75423501
362.36478878,6.05303098
362.80030765,6.06874329
363.23581617,6.21473985
363.67131432,6.40336737
364.10680209,6.30622606
364.54227945,5.98465930
364.97774638,5.77077928
365.41320287,5.47858941
365.84864890,5.14745794
366.28408445,4.92115280
366.71950949,4.71954983
367.15492401,4.90507767
367.59032800,5.25838622
368.02572142,4.94914638
368.46110427,5.00407942
368.89647652,4.82571299
369.33183815,4.77874501
369.76718915,4.64483353
370.20252950,4.51196216
370.63785917,4.61440640
371.07317815,4.64651965
371.50848642,5.36505926
371.94378395,5.86960448
372.37907074,6.11468431
372.81434676,6.31407058
373.24961199,6.59788216
373.68486642,6.79135646
374.12011002,6.67089066
374.55534277,6.78317269
374.99056467,6.86468054
375.42577567,6.64639055
375.86097578,6.41644325
376.29616497,6.56074266
376.73134321,6.48379052
377.16651050,6.02269681
377.60166680,6.31306367
378.03681211,6.27115624
378.47194641,6.27894550
378.90706966,6.02849510
379.34218187,5.66355970
379.77728300,5.81210192
380.21237303,5.80985915
380.64745196,5.77891667
381.08251975,5.67557995
381.51757640,5.59879711
381.95262187,5.21692840
382.38765616,5.20363990
382.82267924,5.65921493
383.25769109,6.10653584
383.69269170,6.15640599
384.12768105,6.14134707
384.56265911,6.46401118
384.99762586,6.23360727
385.43258130,6.03094135
385.86752540,5.77560636
386.30245813,5.81375109
386.73737949,5.84642234
387.17228945,6.06244579
387.60718799,6.06402359
388.04207509,5.98052852
388.47695074,5.61047521
388.91181492,5.40657815
389.34666760,5.63587568
389.78150877,5.67050472
390.21633841,5.78519543
390.65115650,6.03529918
391.08596302,5.79772571
391.52075795,5.88690937
391.95554127,5.91061165
392.39031297,6.08102346
392.82507302,6.22286541
393.25982140,6.34341033
393.69455810,6.53944020
394.12928310,6.32815141
394.56399638,6.40120968
394.99869791,6.70000000
395.43338769,7.00186219
395.86806568,6.96026847
396.30273188,6.67573248
396.73738625,6.09409146
397.17202880,6.23282897
397.60665948,6.19559443
398.04127829,5.96190553
398.47588521,5.73780414
398.91048022,5.64851881
399.34506329,5.70964419
399.77963441,5.74906074
400.21419356,5.71769598
400.64874072,5.45929177
401.08327588,5.53790454
401.51779900,5.64111747
401.95231008,5.76642336
402.38680910,5.86997193
402.82129603,5.74812247
403.25577086,5.52558994
403.69023356,5.50343783
404.12468412,5.55983070
404.55912252,5.59716913
404.99354874,5.64527828
405.42796276,5.66910305
405.86236457,5.58366005
406.29675414,5.54881390
406.73113145,5.30087527
407.16549648,5.21260376
407.59984922,5.31436655
408.03418965,5.24172360
408.46851774,5.27676976
408.90283349,5.23542474
409.33713686,5.21279684
409.77142784,5.23038471
410.20570642,5.26073604
410.63997256,5.30730673
411.07422626,5.25923163
411.50846749,5.18992986
411.94269624,5.17520584
412.37691248,5.15605155
412.81111621,5.15253326
413.24530738,5.13838001
413.67948600,5.09499136
414.11365204,5.12168543
414.54780547,5.12039439
414.98194629,5.10635689
415.41607447,5.11572320
415.85018999,5.08554561
416.28429284,5.10040090
416.71838299,5.13550021
417.15246043,5.10884519
417.58652514,5.10592957
418.02057709,5.09372545
418.45461627,5.06372022
418.88864266,5.05006984
419.32265625,5.05850404
419.75665700,5.04275165
420.19064491,5.01239794
420.62461995,5.01901970
421.05858210,4.99134872
421.49253135,4.97767413
421.92646768,4.96538923
422.36039106,4.94894036
422.79430148,4.93871174
423.22819892,4.92294937
423.66208336,4.92105987
424.09595478,4.89573534
424.52981316,4.91391644
424.96365849,4.93080114
425.39749074,4.92002364
425.83130989,4.91070215
426.26511593,4.92184340
426.69890883,4.89934291
427.13268858,4.90615175
427.56645516,4.89889892
428.00020855,4.89107484
428.43394873,4.89441500
428.86767568,4.88072245
429.30138939,4.89547300
429.73508982,4.87111714
430.16877697,4.86468429
430.60245081,4.86646054
431.03611133,4.85371524
431.46975851,4.84752226
431.90339232,4.84661097
432.33701276,4.84315643
432.77061979,4.83405081
433.20421340,4.82715922
433.63779357,4.84996523
434.07136029,4.84394415
434.50491352,4.85397378
434.93845327,4.85562673
435.37197949,4.85513250
435.80549219,4.85042366
436.23899132,4.85869868
436.67247689,4.86907956
437.10594887,4.88306364
437.53940723,4.89050601
437.97285197,4.89028080
438.40628306,4.89299296
438.83970048,4.91331363
439.27310421,4.92314084
439.70649424,4.92798297
440.13987054,4.95763584
440.57323310,4.95587678
441.00658189,4.96100629
441.43991690,4.97820189
441.87323811,4.98180418
442.30654551,4.98574116
442.73983906,4.99389594
443.17311875,5.01380548
443.60638457,5.04445429
444.03963649,5.06112663
444.47287449,5.08099571
444.90609856,5.12236228
445.33930868,5.15417416
445.77250482,5.17241379
446.20568697,5.20638001
446.63885511,5.24501666
447.07200922,5.27652931
447.50514928,5.30050318
447.93827527,5.33096381
448.37138718,5.36442479
448.80448497,5.39049902
449.23756865,5.42970244
449.67063818,5.46441649
450.10369354,5.50131109
450.53673472,5.53984358
450.96976170,5.55967177
451.40277446,5.58288218
451.83577298,5.61416060
452.26875725,5.63796746
452.70172723,5.66585173
453.13468291,5.68988746
453.56762428,5.71509906
454.00055132,5.75844479
454.43346400,5.79173305
454.86636230,5.82819347
455.29924622,5.86432547
455.73211572,5.91426928
456.16497079,5.96830546
456.59781142,6.01906269
457.03063757,6.06298330
457.46344923,6.11694922
457.89624639,6.17111708
458.32902903,6.22112632
458.76179711,6.28142254
459.19455064,6.35732713
459.62728958,6.42573334
460.06001392,6.49744075
460.49272363,6.57911214
460.92541871,6.67306536
461.35809913,6.76315445
461.79076486,6.87033047
462.22341591,6.98408008
462.65605223,7.10807585
463.08867382,7.24958864
463.52128065,7.39704527
463.95387271,7.55542486
464.38644998,7.74032556
464.81901243,7.94628865
465.25156005,8.16215475
465.68409283,8.38300482
466.11661073,8.62159372
466.54911374,8.87865035
466.98160185,9.14144856
467.41407503,9.41406626
467.84653327,9.70629929
468.27897654,9.99984469
468.71140483,10.31775905
469.14381811,10.63945167
469.57621637,10.98542689
470.00859960,11.30585044
470.44096776,11.64355383
470.87332084,11.98622132
471.30565882,12.34345345
471.73798169,12.68682897
472.17028942,13.02784648
472.60258200,13.36697837
473.03485940,13.69474211
473.46712160,14.01809622
473.89936860,14.33471079
474.33160036,14.62987928
474.76381687,14.92957163
475.19601811,15.21504603
475.62820407,15.49423784
476.06037471,15.76687459
476.49253003,16.01861033
476.92467000,16.26683925
477.35679461,16.50090788
477.78890383,16.72450079
478.22099765,16.92070964
478.65307605,17.10275304
479.08513900,17.26948725
479.51718650,17.41575656
479.94921851,17.51809621
480.38123503,17.60694907
480.81323602,17.66231881
481.24522149,17.70552631
481.67719139,17.72007813
482.10914572,17.71533752
482.54108446,17.69103776
482.97300758,17.61949743
