Time1=160ms:Average1=5:Objective=10X:Aperture=2: (5/15/2019 1:47:10 PM)
5/15/2019 1:47:10 PM
Reflectance
10X
Ap#: 2
Avg1: 5.000000
Avg2: 0.000000
Int.Time1:160.000000
Int.Time2:0.000000
350.16613620,24.14452710
350.60193709,24.74136033
351.03772818,24.98120584
351.47350942,24.84807562
351.90928082,24.60317461
352.34504234,24.46653920
352.78079397,24.56408688
353.21653569,24.55804699
353.65226748,24.61608985
354.08798932,24.85310950
354.52370120,24.77274463
354.95940309,24.76546411
355.39509497,24.97146770
355.83077683,25.16924014
356.26644864,25.31770794
356.70211039,25.27906447
357.13776206,25.45648204
357.57340363,25.34053725
358.00903508,25.43374498
358.44465639,25.55412664
358.88026755,25.59884778
359.31586852,25.67023619
359.75145930,25.60078841
360.18703986,25.84542898
360.62261019,26.17673853
361.05817026,26.17261499
361.49372007,26.47968031
361.92925958,26.43971206
362.36478878,26.72510676
362.80030765,26.81957874
363.23581617,26.83381838
363.67131432,27.11649107
364.10680209,27.14009231
364.54227945,27.17164179
364.97774638,27.49089828
365.41320287,27.49516585
365.84864890,27.73652161
366.28408445,27.58287499
366.71950949,27.65452252
367.15492401,27.81971581
367.59032800,27.47171486
368.02572142,27.63080106
368.46110427,27.60717994
368.89647652,27.60389562
369.33183815,27.18705943
369.76718915,27.22567288
370.20252950,27.15300385
370.63785917,27.17343174
371.07317815,27.63524410
371.50848642,27.68813260
371.94378395,27.86186628
372.37907074,27.81899655
372.81434676,27.83512702
373.24961199,27.94063625
373.68486642,27.82258065
374.12011002,27.78872109
374.55534277,27.87843366
374.99056467,27.45958598
375.42577567,27.22275160
375.86097578,27.02266559
376.29616497,27.04869795
376.73134321,26.96190406
377.16651050,26.81432263
377.60166680,26.61391703
378.03681211,26.66863993
378.47194641,26.28457033
378.90706966,26.67900778
379.34218187,26.71456081
379.77728300,26.86112967
380.21237303,26.80151706
380.64745196,26.74202424
381.08251975,26.85143794
381.51757640,26.61656373
381.95262187,26.57540362
382.38765616,26.33261467
382.82267924,26.23511904
383.25769109,26.25939430
383.69269170,26.14067733
384.12768105,26.23266849
384.56265911,25.92178771
384.99762586,25.71364687
385.43258130,25.49791914
385.86752540,25.16541521
386.30245813,25.39741495
386.73737949,25.33225044
387.17228945,25.15947189
387.60718799,24.91437081
388.04207509,24.70658149
