wavelength,reflectance
350.60193709,70.85653761634546
351.03772818,71.47953728827387
351.47350942,71.44485082093829
351.90928082,71.66181944609086
352.34504234,71.51969300350113
352.78079397,71.40390252452796
353.21653569,71.45772848528102
353.65226748,71.46773191752924
354.08798932,71.45025325120751
354.5237012,71.51928866789493
354.95940309,71.42603202618452
355.39509497,71.40972715668043
355.83077683,71.056303056617
356.26644864,70.8381552112316
356.70211039,71.18657921203152
357.13776206,71.1784087521541
357.57340363,71.12858202123556
358.00903508,70.63123801785666
358.44465639,71.03250020394059
358.88026755,71.00216145547743
359.31586852,71.1264780039953
359.7514593,71.19828970138329
360.18703986,71.3916280084642
360.62261019,70.93348875788162
361.05817026,70.73546219205731
361.49372007,70.7131257847346
361.92925958,70.72643097656545
362.36478878,70.62719259713884
362.80030765,70.42388266204685
363.23581617,70.57762825121958
363.67131432,70.71693323401122
364.10680209,70.77436217564988
364.54227945,70.6169439947091
364.97774638,70.53916531470607
365.41320287,70.71048846595264
365.8486489,70.5025594864473
366.28408445,70.08033511089556
366.71950949,69.96079134440761
367.15492401,69.96832871002306
367.590328,69.99513195332823
368.02572142,70.00792054885953
368.46110427,69.95124564894185
368.89647652,70.21275750509295
369.33183815,70.1693983391716
369.76718915,70.20535783117133
370.2025295,69.93837689915821
370.63785917,69.73468253864706
371.07317815,69.68668711811877
371.50848642,69.85741956439888
371.94378395,69.67720197460547
372.37907074,69.47891314280145
372.81434676,69.23389678206703
373.24961199,69.26677564880282
373.68486642,68.85406205804043
374.12011002,69.1338252665329
374.55534277,69.1865494981121
374.99056467,69.07365544890867
375.42577567,69.41093528681252
375.86097578,69.37330190157543
376.29616497,69.36426656229072
376.73134321,69.45882644880332
377.1665105,69.08836014806147
377.6016668,69.47532981204716
378.03681211,69.38383255692565
378.47194641,69.46151107283526
378.90706966,69.38930927353263
379.34218187,69.76890650722194
379.777283,70.47917897074102
380.21237303,70.13592312334762
380.64745196,70.02516052860668
381.08251975,70.12392737371125
381.5175764,70.22897497460663
381.95262187,70.52220230338233
382.38765616,70.39738545371618
382.82267924,70.27999608565571
383.25769109,70.25440277447031
383.6926917,69.95764685602218
384.12768105,70.1651055239256
384.56265911,70.11093715917511
384.99762586,70.005791969725
385.4325813,70.00184187028903
385.8675254,70.30145119734756
386.30245813,70.65874828735544
386.73737949,70.43448176363013
387.17228945,70.48761749393196
387.60718799,69.90301262882168
388.04207509,69.8349534850075
388.47695074,70.44967890069805
388.91181492,70.23573978091862
389.3466676,70.06495581418432
389.78150877,70.332033461725
390.21633841,69.67701940948244
390.6511565,69.56121465036023
391.08596302,69.18257689272023
391.52075795,69.3514445773361
391.95554127,69.22831828384395
392.39031297,69.1765594564971
392.82507302,68.91162433572127
393.2598214,68.40927769588912
393.6945581,68.63888939673289
394.1292831,68.38075751076563
394.56399638,68.14653559471682
394.99869791,68.05794247526669
395.43338769,67.88117988738946
395.86806568,67.78577790987461
396.30273188,67.81376647803054
396.73738625,67.55813485967934
397.1720288,67.36932177397193
397.60665948,67.01818508953481
398.04127829,66.90349034556127
398.47588521,66.4371704173735
398.91048022,65.81977903654852
399.34506329,65.09392077178659
399.77963441,64.3514514929728
400.21419356,63.39115893623137
400.64874072,62.30099660730132
401.08327588,61.404020762915565
401.517799,60.06673018895338
401.95231008,58.60910886409718
402.3868091,56.99329924569394
402.82129603,55.20624651939655
403.25577086,53.047352391001255
403.69023356,51.10369389482828
404.12468412,48.909211131248796
404.55912252,46.71559926778209
404.99354874,44.44006363693915
405.42796276,42.042591034685465
405.86236457,39.86855992903676
406.29675414,37.82339560652841
406.73113145,36.008463810128475
407.16549648,34.19219392762599
407.59984922,32.56806518511696
408.03418965,30.862284795794665
408.46851774,29.36296319260703
408.90283349,27.953377635911764
409.33713686,26.67182244304514
409.77142784,25.44396310374229
410.20570642,24.359016758580328
410.63997256,23.34292972540639
411.07422626,22.50081582247373
411.50846749,21.68597459949998
411.94269624,21.02369102693601
412.37691248,20.444919884263815
412.81111621,19.911045627958835
413.24530738,19.397021721719362
413.679486,19.019212532272476
414.11365204,18.628450158614836
414.54780547,18.281589669355295
414.98194629,17.959288236005218
415.41607447,17.633196680260895
415.85018999,17.355410085372554
416.28429284,17.1001222948133
416.71838299,16.91029212900074
417.15246043,16.710473015295317
417.58652514,16.560971899425088
418.02057709,16.42794092794398
418.45461627,16.285306699766057
418.88864266,16.183585321657564
419.32265625,16.08895479204862
419.756657,15.9694970029306
420.19064491,15.862633149909643
420.62461995,15.74416701284553
421.0585821,15.632079150890654
421.49253135,15.54516346666476
421.92646768,15.445915211087941
422.36039106,15.38866091706933
422.79430148,15.353345903921957
423.22819892,15.350232078841914
423.66208336,15.370304853004322
424.09595478,15.42516945569971
424.52981316,15.465458109562832
424.96365849,15.514596620110515
425.39749074,15.573644511885112
425.83130989,15.579295728441101
426.26511593,15.580071016923783
426.69890883,15.562332356239349
427.13268858,15.559997116263313
427.56645516,15.556989273951965
428.00020855,15.572617911138325
428.43394873,15.618429082632238
428.86767568,15.66002478700883
429.30138939,15.728643824833798
429.73508982,15.810322946990476
430.16877697,15.841423430117423
430.60245081,15.870039337903133
431.03611133,15.869565372830388
431.46975851,15.842303669201403
431.90339232,15.822916060094556
432.33701276,15.787585477516874
432.77061979,15.749591214169506
433.2042134,15.736032967166375
433.63779357,15.739889612046985
434.07136029,15.76808920291909
434.50491352,15.833964552657688
434.93845327,15.914560782726728
435.37197949,15.998700853098986
435.80549219,16.086667623261544
436.23899132,16.16051800829448
436.67247689,16.221852920438778
437.10594887,16.26905313601292
437.53940723,16.28467485577524
437.97285197,16.288794346477466
438.40628306,16.274561177833768
438.83970048,16.252516111294575
439.27310421,16.261804202883
439.70649424,16.286241770407774
440.13987054,16.32515249597466
440.5732331,16.370678730619442
441.00658189,16.418022199177717
441.4399169,16.449083357595715
441.87323811,16.43864493899182
442.30654551,16.425123776956042
442.73983906,16.387096462190748
443.17311875,16.30927365430986
443.60638457,16.243742276120273
444.03963649,16.166073957521405
444.47287449,16.100295982108445
444.90609856,16.049379621130367
445.33930868,16.013115169527072
445.77250482,15.98417633657106
446.20568697,15.973140479723051
446.63885511,15.97258469543613
447.07200922,15.980205856323272
447.50514928,15.991873282598416
447.93827527,15.982950400412882
448.37138718,15.970467403522953
448.80448497,15.95635331291725
449.23756865,15.904301049262816
449.67063818,15.845962682826743
450.10369354,15.776997457077279
450.53673472,15.68757561451417
450.9697617,15.604371398236333
451.40277446,15.532772912856325
451.83577298,15.473415659171721
452.26875725,15.434164265068114
452.70172723,15.395577726587087
453.13468291,15.36217235487001
453.56762428,15.330095593124428
454.00055132,15.295763994953536
454.433464,15.251908712236082
454.8663623,15.215041538600808
455.29924622,15.186656294260896
455.73211572,15.156793105293012
456.16497079,15.121002391641953
456.59781142,15.108741181762582
457.03063757,15.097238283852272
457.46344923,15.102428665342662
457.89624639,15.115051418505464
458.32902903,15.142447422502517
458.76179711,15.178602456049617
459.19455064,15.22942331332269
459.62728958,15.280053764916822
460.06001392,15.354926433636026
460.49272363,15.42887923789342
460.92541871,15.520927002930813
461.35809913,15.633788252298922
461.79076486,15.751031005453852
462.22341591,15.861585468392851
462.65605223,15.973827489186254
463.08867382,16.09046690738713
463.52128065,16.210853629205925
463.95387271,16.342295229596072
464.38644998,16.48018446564399
464.81901243,16.614436976957524
465.25156005,16.759310856333787
465.68409283,16.912865156198777
466.11661073,17.08087276835941
466.54911374,17.255110543098887
466.98160185,17.452387190268666
467.41407503,17.662981462468153
467.84653327,17.88133165869479
468.27897654,18.094600637587035
468.71140483,18.31413518042029
469.14381811,18.532763543155767
469.57621637,18.74107702236094
470.0085996,18.939486875397133
470.44096776,19.130275964655834
470.87332084,19.311757560186795
471.30565882,19.472479686688747
471.73798169,19.627641716776886
472.17028942,19.784619471755015
472.602582,19.934710687511004
473.0348594,20.09541441758193
473.4671216,20.238840369556385
473.8993686,20.394015178358952
474.33160036,20.5556001899867
474.76381687,20.72763755474278
475.19601811,20.918025166513598
475.62820407,21.13662751988872
476.06037471,21.3648679593588
476.49253003,21.60562206952012
476.92467,21.843671148294458
477.35679461,22.069699644228873
477.78890383,22.28593772803478
478.22099765,22.48902674945742
478.65307605,22.66312410354606
479.085139,22.833898207419512
479.5171865,22.98488387048375
479.94921851,23.14556679848033
480.38123503,23.301611363952617
480.81323602,23.459690082143933
481.24522149,23.651394809931542
481.67719139,23.846753394435016
482.10914572,24.05160384040348
482.54108446,24.260932161905597
482.97300758,24.48341919834576
483.40491507,24.694996833128993
483.83680691,24.905210311753223
484.26868308,25.093590031714864
484.70054356,25.282045399801255
485.13238833,25.430219717535085
485.56421738,25.537246719177993
485.99603067,25.630766850437066
486.4278282,25.691057532459922
486.85960995,25.743936560830036
487.29137589,25.7761472739487
487.72312601,25.785842094677747
488.15486029,25.79747931705457
488.5865787,25.807680849093813
489.01828124,25.82592563030347
489.44996788,25.87757715166185
489.8816386,25.942722792076538
490.31329338,26.048136928037067
490.7449322,26.181374557952214
491.17655505,26.33351399027373
491.6081619,26.499076805951756
492.03975274,26.65933630476717
492.47132755,26.80305778362477
492.90288631,26.932686020680435
493.33442899,27.01908091435398
493.76595559,27.07484748432829
494.19746607,27.100353689807687
494.62896043,27.08956404786062
495.06043864,27.084944867427065
495.49190069,27.08892610552303
495.92334655,27.102863237140046
496.3547762,27.142894686183446
496.78618963,27.225669622562346
497.21758682,27.329632995942948
497.64896774,27.472131780373704
498.08033239,27.63393494007758
498.51168074,27.823275373755536
498.94301276,28.03325344993586
499.37432845,28.249539835594597
499.80562778,28.462779454276898
500.23691074,28.669232510909243
500.6681773,28.87207765545944
501.09942745,29.06645378224953
501.53066116,29.233219806147655
501.96187842,29.379792949428822
502.39307921,29.513164419120727
502.82426351,29.6206179342932
503.2554313,29.724167633750035
503.68658256,29.81513892015506
504.11771727,29.91486517464448
504.54883542,30.02718057361315
504.97993698,30.16781050749662
505.41102193,30.349697792638796
505.84209026,30.559978169862426
506.27314195,30.81748841225837
506.70417698,31.111820019176513
507.13519532,31.422293341555473
507.56619696,31.755696794517316
507.99718189,32.108961142516414
508.42815007,32.44955023157707
508.8591015,32.7699244613975
509.29003615,33.05859543694622
509.72095401,33.32168955548308
510.15185505,33.542202499941475
510.58273926,33.742304643683326
511.01360661,33.92698805170284
511.44445709,34.09685891502122
511.87529069,34.28559728454318
512.30610737,34.48675683680123
512.73690712,34.70816699922608
513.16768992,34.97126703618916
513.59845576,35.24336599839305
514.02920461,35.52855077922168
514.45993645,35.84252161855697
514.89065127,36.16346371818951
515.32134905,36.48540071742549
515.75202976,36.80369709000103
516.18269339,37.12621977695115
516.61333992,37.4154931765
517.04396933,37.69415799664072
517.4745816,37.948994926294034
517.90517671,38.177802058257335
518.33575465,38.38527730825101
518.76631539,38.57323732600663
519.19685891,38.74327554422202
519.6273852,38.90256363710469
520.05789424,39.05809704634886
520.488386,39.232776095605814
520.91886048,39.41458923877127
521.34931764,39.617611947123194
521.77975747,39.85017682475536
522.21017995,40.11912981618242
522.64058507,40.42536227107792
523.07097279,40.77258995793907
523.50134312,41.16644831803451
523.93169601,41.598301344592684
524.36203147,42.05561084388405
524.79234945,42.54225872118766
525.22264996,43.00694317579381
525.65293297,43.488687032040886
