wavelength,reflectance
350.60193709,72.58354241873624
351.03772818,73.37694170188198
351.47350942,73.23069418111253
351.90928082,73.73857059176554
352.34504234,73.50864258872649
352.78079397,73.63916744953517
353.21653569,73.70879197230693
353.65226748,73.67234404236575
354.08798932,73.27237440825884
354.5237012,73.45539144302973
354.95940309,73.43733159235542
355.39509497,73.43774710934059
355.83077683,72.89808903237405
356.26644864,72.95310753882588
356.70211039,73.08819466133855
357.13776206,73.35741431369532
357.57340363,73.21393420056275
358.00903508,72.71734424970718
358.44465639,72.83278270040404
358.88026755,72.86864823033827
359.31586852,72.98795699238634
359.7514593,72.8471587154698
360.18703986,72.9506141197122
360.62261019,72.48912481730302
361.05817026,72.52882406654112
361.49372007,72.58708048275966
361.92925958,72.46236917682431
362.36478878,72.25468676861372
362.80030765,71.92714151133764
363.23581617,71.98625558039782
363.67131432,72.2736090317436
364.10680209,72.29112442132052
364.54227945,71.95442351908594
364.97774638,71.73545736841879
365.41320287,71.73972337359287
365.8486489,71.73851276699737
366.28408445,71.55450960036669
366.71950949,71.55683972354974
367.15492401,71.42256628107363
367.590328,71.50824860600395
368.02572142,71.25216094726954
368.46110427,71.20227162227167
368.89647652,71.40433904056597
369.33183815,71.21246601603877
369.76718915,71.09335571891131
370.2025295,70.87002542586335
370.63785917,70.72433997597328
371.07317815,70.65324478145892
371.50848642,70.7578561052259
371.94378395,70.99133575173168
372.37907074,70.75327424657665
372.81434676,70.48119467453454
373.24961199,70.48908325104323
373.68486642,69.94275984760732
374.12011002,70.2011786888553
374.55534277,70.16477500675173
374.99056467,70.16673262089161
375.42577567,70.15552422356376
375.86097578,70.17652013138886
376.29616497,70.22117416945477
376.73134321,70.2972775739799
377.1665105,70.01193979581842
377.6016668,70.35932300584223
378.03681211,70.45185140452033
378.47194641,70.69770307569713
378.90706966,70.66210495437497
379.34218187,70.98431273074263
379.777283,71.38232987387752
380.21237303,71.29648806780732
380.64745196,71.04936203587323
381.08251975,71.11115965908064
381.5175764,71.24203439705295
381.95262187,71.48982692413549
382.38765616,71.41649168371208
382.82267924,71.63363417742296
383.25769109,71.79946409802206
383.6926917,71.31841909100078
384.12768105,71.52842768993615
384.56265911,71.50188007694884
384.99762586,71.46760994133
385.4325813,71.38737275843967
385.8675254,71.45901040943497
386.30245813,71.96074041840127
386.73737949,71.78730915863535
387.17228945,71.5077307664378
