wavelength,corrected_reflectance
350.60193709,
351.03772818,
351.47350942,
351.90928082,
352.34504234,
352.78079397,
353.21653569,
353.65226748,
354.08798932,63.57804458767634
354.5237012,63.63159507780577
354.95940309,63.57948940279611
355.39509497,63.86703651978955
355.83077683,63.84740159168197
356.26644864,64.036595075954
356.70211039,64.50794706806217
357.13776206,64.79983969292859
357.57340363,64.97312529201525
358.00903508,64.63665761993315
358.44465639,64.53990439403763
358.88026755,64.56438141138841
359.31586852,64.43708741717386
359.7514593,64.42721905768512
360.18703986,64.18067339474534
360.62261019,63.94981881431073
361.05817026,64.05929889858838
361.49372007,63.808343949802776
361.92925958,63.863319229853424
362.36478878,64.27172086447833
362.80030765,64.060920658599
363.23581617,63.93722587992393
363.67131432,64.1786040029414
364.10680209,63.92615874422326
364.54227945,63.88118936876826
364.97774638,63.946970897995804
365.41320287,63.668315621847285
365.8486489,63.558116842305566
366.28408445,63.399750240113846
366.71950949,63.344209612598945
367.15492401,63.62567656719173
367.590328,63.52935290102879
368.02572142,63.53176066760531
368.46110427,63.904314492546106
368.89647652,63.74775349340101
369.33183815,63.546083620978344
369.76718915,63.4564671330966
370.2025295,63.31278952857578
370.63785917,63.09926312678367
371.07317815,63.07186122728152
371.50848642,62.817167441986484
371.94378395,63.03241539354226
372.37907074,62.705478048351466
372.81434676,62.72750946623787
373.24961199,63.05530749966851
373.68486642,63.08214507067371
374.12011002,63.03764009291554
374.55534277,63.14481730575374
374.99056467,63.33503129211157
375.42577567,63.51490260808809
375.86097578,63.47060067514155
376.29616497,63.646905095633876
376.73134321,63.61764147249775
377.1665105,63.4708033264822
377.6016668,63.81962311377386
378.03681211,63.77264773726583
378.47194641,63.495778093150506
378.90706966,63.92029719252738
379.34218187,63.8393663383446
379.777283,64.07215746899936
380.21237303,63.97719989022916
380.64745196,63.686768738005966
381.08251975,63.83545811768411
381.5175764,63.785279741974946
381.95262187,63.65171701929869
382.38765616,63.75247711354606
382.82267924,63.851936327006435
383.25769109,63.78398070705403
383.6926917,63.64506254212454
384.12768105,63.70655640290217
384.56265911,63.782205167327945
384.99762586,63.91921638031349
385.4325813,63.88202440752671
385.8675254,63.916707016207546
386.30245813,64.18529663320217
386.73737949,64.05862699650821
387.17228945,64.09129402771858
387.60718799,63.87547136859687
388.04207509,63.63143613382323
388.47695074,63.913833652281255
388.91181492,63.64870925813385
389.3466676,63.4298299928987
389.78150877,63.59699695608069
390.21633841,63.65994752788113
390.6511565,63.079188401475264
391.08596302,62.90971693343614
391.52075795,63.13133863957674
391.95554127,63.13979902483673
392.39031297,62.892971432777934
392.82507302,62.83462051821346
393.2598214,62.78357708128663
393.6945581,62.83274235912106
394.1292831,62.72270434529992
394.56399638,62.64894467322447
394.99869791,62.79310870081049
395.43338769,62.65448518975056
395.86806568,62.40145782965416
396.30273188,62.26916955277489
396.73738625,62.25077297326463
397.1720288,62.026498252503934
397.60665948,61.70905561359019
398.04127829,61.3281846259583
398.47588521,61.28468541946296
398.91048022,60.99287441821456
399.34506329,60.774197559374905
399.77963441,60.03505943727906
400.21419356,58.99377829700804
400.64874072,58.117162366146424
401.08327588,57.36464775888596
401.517799,56.179216924396044
401.95231008,54.541021774506504
402.3868091,52.628518213638934
402.82129603,50.930181255965984
403.25577086,48.960995395639074
403.69023356,47.114480372047545
404.12468412,45.337035600281695
404.55912252,43.258290062282924
404.99354874,41.087196242576795
405.42796276,39.198723183026985
405.86236457,37.30999992216834
406.29675414,35.55415881103776
406.73113145,33.802566537743736
407.16549648,32.225504731338404
407.59984922,30.820982547151466
408.03418965,29.30564368775646
408.46851774,28.010710092612353
408.90283349,26.82062197430763
409.33713686,25.71153057843424
409.77142784,24.617907133185955
410.20570642,23.61181824699522
410.63997256,22.705030831285427
411.07422626,21.942269880293544
411.50846749,21.25281864922803
411.94269624,20.63790749381933
412.37691248,20.090973819723832
412.81111621,19.603592026634598
413.24530738,19.18852420548028
413.679486,18.822796123694502
414.11365204,18.465317231043898
414.54780547,18.13349779042453
414.98194629,17.860739742161083
415.41607447,17.61230340394245
415.85018999,17.377012283765968
416.28429284,17.124887331826145
416.71838299,16.903615134755068
417.15246043,16.715010166456747
417.58652514,16.57303965811301
418.02057709,16.41468353522448
418.45461627,16.271910253576507
418.88864266,16.140543245556096
419.32265625,16.003980982081845
419.756657,15.85357972130991
420.19064491,15.696613449197384
420.62461995,15.519543964020631
421.0585821,15.361762946627469
421.49253135,15.23662960739589
421.92646768,15.094561930639196
422.36039106,14.984347724260896
422.79430148,14.894014351871922
423.22819892,14.840186066844987
423.66208336,14.806055259453998
424.09595478,14.798330063903615
424.52981316,14.7819200256415
424.96365849,14.775697052037305
425.39749074,14.728371004718479
425.83130989,14.675848664920798
426.26511593,14.623571467514825
426.69890883,14.548765971552612
427.13268858,14.503519368466185
427.56645516,14.450734586011581
428.00020855,14.411817627888125
428.43394873,14.361401938738204
428.86767568,14.329142614449015
429.30138939,14.30880171318592
429.73508982,14.311837891741261
430.16877697,14.289042355667057
430.60245081,14.243741298471797
431.03611133,14.154008593419356
431.46975851,14.07880298474264
431.90339232,13.989068908300338
432.33701276,13.90306720566941
432.77061979,13.829135924901715
433.2042134,13.775456511359272
433.63779357,13.743615821505081
434.07136029,13.725058048294839
434.50491352,13.715922664473128
434.93845327,13.713816230212336
435.37197949,13.728698944223268
435.80549219,13.755866760849324
436.23899132,13.756810296362314
436.67247689,13.763674086275323
437.10594887,13.756426519373479
437.53940723,13.736839094295835
437.97285197,13.710789892536663
438.40628306,13.669703194673513
438.83970048,13.647868060753712
439.27310421,13.632665139459116
439.70649424,13.636852899828648
440.13987054,13.657730864290356
440.5732331,13.680147084300236
441.00658189,13.711445182997554
441.4399169,13.745615400506582
441.87323811,13.774135770605417
