wavelength,reflectance
350.60193709,75.0116688774987
351.03772818,75.40010555692275
351.47350942,75.40459760899299
351.90928082,75.68161175382453
352.34504234,75.39133222982542
352.78079397,75.55315251789165
353.21653569,75.51887774084835
353.65226748,75.55160027926841
354.08798932,75.31336642182306
354.5237012,75.16951925332516
354.95940309,75.17349734843417
355.39509497,75.2142709656429
355.83077683,74.62765447438211
356.26644864,74.45694445874062
356.70211039,74.5571858359025
357.13776206,74.72080165830019
357.57340363,74.46122402787859
358.00903508,73.90937479737875
358.44465639,74.2911883324864
358.88026755,74.39696025217735
359.31586852,74.5608124961831
359.7514593,74.59878056770864
360.18703986,74.85252551592818
360.62261019,74.15466403703118
361.05817026,74.05973361339595
361.49372007,74.13598842286602
361.92925958,74.07332114352091
362.36478878,74.1058618497176
362.80030765,73.85767343528808
363.23581617,73.90646040211796
363.67131432,73.85632680056743
364.10680209,73.72524143604997
364.54227945,73.47428040253445
364.97774638,73.60112288581051
365.41320287,73.63328212531945
365.8486489,73.5915461925325
366.28408445,73.04514817523237
366.71950949,73.13168479452469
367.15492401,72.95593549068546
367.590328,73.13416523923819
368.02572142,73.34067519096206
368.46110427,73.07731157603618
368.89647652,73.20701411419154
369.33183815,73.24454701571291
369.76718915,73.30083193026721
370.2025295,73.38652530061093
370.63785917,73.12001572409409
371.07317815,73.22737813195249
371.50848642,73.16557480149433
371.94378395,73.20437039831403
372.37907074,73.02852728301316
372.81434676,72.93605667675699
373.24961199,72.82147741624334
373.68486642,72.42560414314772
374.12011002,72.6601161125935
374.55534277,72.70662272205807
374.99056467,72.48349696600108
375.42577567,72.68121915065971
375.86097578,72.46604765405178
376.29616497,72.53064477939488
376.73134321,72.39377774519056
377.1665105,72.18556111688456
377.6016668,72.65781163277477
378.03681211,73.06410922505157
378.47194641,72.86976747930338
378.90706966,73.0559821204668
379.34218187,73.65231643388886
379.777283,74.21892836574018
380.21237303,74.03008700525314
380.64745196,73.99828807279151
381.08251975,74.047619213239
381.5175764,73.89646206909016
381.95262187,74.34387135867871
382.38765616,74.21795393457843
382.82267924,74.14420658274213
383.25769109,74.28292825920747
383.6926917,73.71127359330256
384.12768105,73.7829247145558
384.56265911,73.5932822035473
384.99762586,73.65193816937622
385.4325813,73.72316089625578
385.8675254,74.13117543735711
386.30245813,74.33403743965621
386.73737949,74.35203879947987
387.17228945,74.337020536578
387.60718799,74.01403662716977
388.04207509,73.85191368548544
388.47695074,74.49271565132011
388.91181492,74.62330293831192
389.3466676,74.43335598878032
389.78150877,74.64049660753852
390.21633841,74.434636393361
390.6511565,74.30616827824373
391.08596302,73.96632817295965
391.52075795,73.74499245452722
391.95554127,73.60763560880956
392.39031297,73.33199110433229
392.82507302,72.80340288176187
393.2598214,72.6055998717764
393.6945581,72.71682451070784
394.1292831,72.31662289594323
394.56399638,71.99972138535003
394.99869791,72.13048751747601
395.43338769,71.92210655002144
395.86806568,71.7685126035771
396.30273188,71.68244762646798
396.73738625,71.24761050985178
397.1720288,71.30796046962897
397.60665948,71.07837467279498
398.04127829,70.9861666112153
398.47588521,70.64022226963027
398.91048022,69.87172358770675
399.34506329,68.79632120554874
399.77963441,68.1646806372133
400.21419356,67.0153427210004
400.64874072,65.97286156211752
401.08327588,64.70359628576169
401.517799,63.368866464758426
401.95231008,61.66505151149599
402.3868091,59.74205013600602
402.82129603,57.86867524385638
403.25577086,55.69678245131967
403.69023356,53.43255056706521
404.12468412,50.98763931531114
404.55912252,48.54427255739252
404.99354874,46.28886093620632
405.42796276,43.71984835048225
405.86236457,41.40785490011626
406.29675414,39.1432226667257
406.73113145,37.13888218464473
407.16549648,35.19416072126605
407.59984922,33.53668729444104
408.03418965,31.723811753919396
408.46851774,30.093211411430463
408.90283349,28.536826581348397
409.33713686,27.12311430385328
409.77142784,25.850453250810368
410.20570642,24.69944858406473
410.63997256,23.603635206581334
411.07422626,22.689788953311147
411.50846749,21.844412619262496
411.94269624,21.12922091016979
412.37691248,20.503036893296773
412.81111621,19.96419260646336
413.24530738,19.396789549188956
413.679486,18.979879589005076
414.11365204,18.59760966872883
414.54780547,18.274743017035817
414.98194629,17.933396518314918
415.41607447,17.574444249739848
415.85018999,17.320030884095704
416.28429284,17.087055480795318
416.71838299,16.88185457636731
417.15246043,16.70506538131452
417.58652514,16.582392180179838
418.02057709,16.458120495969286
418.45461627,16.346570329332444
418.88864266,16.293755051136877
419.32265625,16.25488753705624
419.756657,16.18249681437496
420.19064491,16.11979539215359
420.62461995,16.067212329693152
421.0585821,16.027122589013544
421.49253135,15.998056065769982
421.92646768,15.968088443507398
422.36039106,15.983379299617912
422.79430148,16.006636669736608
423.22819892,16.060211690099635
423.66208336,16.141286943746497
424.09595478,16.266421031858837
424.52981316,16.372165760685988
424.96365849,16.483238608687746
425.39749074,16.60614915167343
425.83130989,16.701079770798287
426.26511593,16.769762699923188
426.69890883,16.845376616060683
427.13268858,16.923030877293833
427.56645516,16.99062833429179
428.00020855,17.07860103185584
428.43394873,17.198723653343475
428.86767568,17.346908880624287
429.30138939,17.478526089610433
429.73508982,17.628788196518197
430.16877697,17.727753990104468
430.60245081,17.82277766608888
431.03611133,17.902729178156648
431.46975851,17.979686172045025
431.90339232,18.040237879011432
432.33701276,18.104084907288403
432.77061979,18.160431927972102
433.2042134,18.261889380914756
433.63779357,18.37696319097628
434.07136029,18.487149379325892
434.50491352,18.62153475222091
434.93845327,18.77552830543181
435.37197949,18.956539656816684
435.80549219,19.141790917676502
436.23899132,19.335655164959842
436.67247689,19.508549240394697
437.10594887,19.666790202403913
437.53940723,19.786525220984206
437.97285197,19.90972252606051
438.40628306,20.01361958948748
438.83970048,20.116437281837683
439.27310421,20.24196869414138
439.70649424,20.398455225607535
440.13987054,20.56594099948417
440.5732331,20.737948561555697
441.00658189,20.927935349328255
441.4399169,21.08447332440451
441.87323811,21.218164473035376
442.30654551,21.33726960636641
442.73983906,21.425149103899695
443.17311875,21.471191788344225
443.60638457,21.55076619002573
444.03963649,21.61899731398204
444.47287449,21.69547886602885
444.90609856,21.788733301493775
445.33930868,21.89412227162783
445.77250482,22.0131246958148
446.20568697,22.146094639676637
446.63885511,22.299585685037364
447.07200922,22.451395538561556
447.50514928,22.631746208898633
447.93827527,22.80429626604058
448.37138718,22.979374310532258
448.80448497,23.12522600431275
449.23756865,23.22948498479697
449.67063818,23.32756555065724
450.10369354,23.425057205095815
450.53673472,23.49912951871646
450.9697617,23.58014598996923
451.40277446,23.679108274559727
451.83577298,23.78106281879131
452.26875725,23.90039818156216
452.70172723,24.029502960959277
453.13468291,24.162206685634665
453.56762428,24.280876004081602
454.00055132,24.39563201488485
454.433464,24.48362392006215
454.8663623,24.577903545600357
455.29924622,24.645623826587887
455.73211572,24.68417944790707
456.16497079,24.736677810509704
456.59781142,24.800149467360008
457.03063757,24.840161202486904
457.46344923,24.897990982217127
457.89624639,24.953925184933404
458.32902903,25.016870361934345
458.76179711,25.087497540581932
459.19455064,25.15628474119614
459.62728958,25.240037193736118
460.06001392,25.318153832880768
460.49272363,25.39606285424276
460.92541871,25.474736604719993
461.35809913,25.559522808437034
461.79076486,25.643356138696582
462.22341591,25.703887555882442
462.65605223,25.76172765907289
463.08867382,25.786885174060377
463.52128065,25.801027049249225
463.95387271,25.820071198055278
464.38644998,25.84759220978871
464.81901243,25.852423933644367
465.25156005,25.868121625807568
465.68409283,25.893802843696086
466.11661073,25.918253192897588
466.54911374,25.94504470672876
466.98160185,25.977112040262092
467.41407503,26.0108339820548
467.84653327,26.025121049969304
468.27897654,26.04704235323532
468.71140483,26.067245572505374
469.14381811,26.08807222402976
469.57621637,26.077131824812163
470.0085996,26.029439681185647
470.44096776,25.99325976959578
470.87332084,25.932674671690748
471.30565882,25.861699176972476
471.73798169,25.784178091376777
472.17028942,25.725388670065662
472.602582,25.651561830056895
473.0348594,25.595115275722055
473.4671216,25.526146679495817
473.8993686,25.46691143176811
474.33160036,25.415766178807043
474.76381687,25.374291369647974
475.19601811,25.338323905932665
475.62820407,25.317862240455675
476.06037471,25.309353245489756
476.49253003,25.313229638547057
