wavelength,corrected_reflectance
350.60193709,
351.03772818,
351.47350942,
351.90928082,
352.34504234,
352.78079397,
353.21653569,
353.65226748,
354.08798932,79.15727187176942
354.5237012,79.23392274506259
354.95940309,79.36732228449414
355.39509497,79.48914639945339
355.83077683,79.05242982697402
356.26644864,79.1601151511823
356.70211039,79.40161573932825
357.13776206,79.60664727672813
357.57340363,79.58490483303038
358.00903508,79.1293685772542
358.44465639,79.37304343700525
358.88026755,79.4483026181788
359.31586852,79.60475084181967
359.7514593,79.52753671618457
360.18703986,79.55262041457449
360.62261019,79.11535602346355
361.05817026,79.0455391990456
361.49372007,78.68627768928721
361.92925958,78.51411336988362
362.36478878,78.42903550682291
362.80030765,78.35987284480916
363.23581617,78.26603583324531
363.67131432,78.53370440680807
364.10680209,78.47528903621026
364.54227945,78.19491157912461
364.97774638,78.20575662605115
365.41320287,78.4310763989871
365.8486489,78.22875299264574
366.28408445,77.95763430316471
366.71950949,77.74889607890618
367.15492401,77.49469052587588
367.590328,77.57079445385689
368.02572142,77.57536627827054
368.46110427,77.48360409184428
368.89647652,77.76250437726864
369.33183815,77.67588054763046
369.76718915,77.6463072351952
370.2025295,77.45220891914185
370.63785917,77.02735920623455
371.07317815,76.91495601850721
371.50848642,76.79678586512718
371.94378395,77.03425827105448
372.37907074,76.66519185086436
372.81434676,76.51381438047072
373.24961199,76.45670836543391
373.68486642,76.20755430775553
374.12011002,76.34380721176859
374.55534277,76.2861731822877
374.99056467,76.13909659497148
375.42577567,76.26992750589213
375.86097578,76.08956539032303
376.29616497,75.91996948412587
376.73134321,76.06636645685087
377.1665105,75.71410273566167
377.6016668,75.98106339406152
378.03681211,76.17704731196557
378.47194641,76.21150559602313
378.90706966,75.97714441488843
379.34218187,76.43371655786667
379.777283,77.10437160406414
380.21237303,77.15433153566947
380.64745196,77.01694400230726
381.08251975,76.94403288667405
381.5175764,76.93847060485915
381.95262187,77.2665517095199
382.38765616,77.1021131608421
382.82267924,76.9948229602706
383.25769109,76.8056373189409
383.6926917,76.30240056063798
384.12768105,76.73583379918469
384.56265911,76.67460860740631
384.99762586,76.88808510807877
385.4325813,76.76282591979675
385.8675254,76.91956710547696
386.30245813,77.15663738638501
386.73737949,77.0226600560535
387.17228945,76.7895096147383
387.60718799,76.20071426026037
388.04207509,76.0666257100296
388.47695074,76.67066344860923
388.91181492,76.82605102753273
389.3466676,76.75014668044929
389.78150877,77.19565860133488
390.21633841,76.79487384188569
390.6511565,76.73480057851343
391.08596302,76.439688206649
391.52075795,76.36686001808582
391.95554127,75.8108874918143
392.39031297,75.87336760228877
392.82507302,75.50328153236654
393.2598214,75.0156309944999
393.6945581,74.9793342255161
394.1292831,74.83275781474237
394.56399638,74.79810531571187
394.99869791,74.87456715102756
395.43338769,74.65679876838864
395.86806568,74.33496939555783
396.30273188,74.24899162815439
396.73738625,74.1468607972012
397.1720288,73.9846407881496
397.60665948,73.57798679182048
398.04127829,73.23805323056341
398.47588521,72.95436648891679
398.91048022,72.41761742626466
399.34506329,71.61898087325312
399.77963441,70.84310440583855
400.21419356,69.70173745757957
400.64874072,68.68951863479445
401.08327588,67.76350074278672
401.517799,66.17449755337734
401.95231008,64.30227009920559
402.3868091,62.362880088404836
402.82129603,60.3461511960775
403.25577086,57.79638324769871
403.69023356,55.4146234305402
404.12468412,52.795895086765576
404.55912252,50.26572444501367
404.99354874,47.82823015973116
405.42796276,45.320425618114974
405.86236457,42.85674975615368
406.29675414,40.623421229884144
406.73113145,38.53561566523275
407.16549648,36.536053334349404
407.59984922,34.731223952813224
408.03418965,32.86351409348331
408.46851774,31.098294581142724
408.90283349,29.477492233257657
409.33713686,28.095292205978243
409.77142784,26.752213875902672
410.20570642,25.55398553557417
410.63997256,24.455816157395965
411.07422626,23.488826557040667
411.50846749,22.677428381413996
411.94269624,21.939359106031997
412.37691248,21.311587290059876
412.81111621,20.71657086566108
413.24530738,20.18688914001612
413.679486,19.75086208308264
414.11365204,19.324863509519258
414.54780547,18.951319491711423
414.98194629,18.619097761476525
415.41607447,18.300559576906334
415.85018999,18.00843909391545
416.28429284,17.756463990623143
416.71838299,17.580044432149702
417.15246043,17.39247403262642
417.58652514,17.245181791408367
418.02057709,17.10647328626758
418.45461627,16.96147417262599
418.88864266,16.91198897207732
419.32265625,16.841791786202577
419.756657,16.745211874572824
420.19064491,16.670435977676117
420.62461995,16.579692332941608
421.0585821,16.510014042416618
421.49253135,16.448163888379096
421.92646768,16.416846022266025
422.36039106,16.414528339382674
422.79430148,16.40909646193532
423.22819892,16.45958465588698
423.66208336,16.51841466605871
424.09595478,16.625558624652598
424.52981316,16.712999804803207
424.96365849,16.773119204604612
425.39749074,16.85411778302897
425.83130989,16.910981178660805
426.26511593,16.97568904769685
426.69890883,17.02156691205666
427.13268858,17.08355399196905
427.56645516,17.14049530371948
428.00020855,17.219214902277862
428.43394873,17.31570795450746
428.86767568,17.426048006983077
429.30138939,17.551574094562397
429.73508982,17.697238913445986
430.16877697,17.78079758133284
430.60245081,17.87003163551205
431.03611133,17.924248446715573
431.46975851,17.955885439945458
431.90339232,17.993132056382315
432.33701276,18.00571113405006
432.77061979,18.035560829926354
433.2042134,18.08375242879066
433.63779357,18.148847856362053
434.07136029,18.229065158666327
434.50491352,18.347121370819927
434.93845327,18.468568818506164
435.37197949,18.608625244824598
435.80549219,18.75824920944597
436.23899132,18.90403353305521
436.67247689,19.027283713027565
437.10594887,19.146387790291712
437.53940723,19.225005961982273
437.97285197,19.295862910052886
438.40628306,19.364568112180457
438.83970048,19.41713315902722
439.27310421,19.49784207327518
439.70649424,19.60153942794841
440.13987054,19.716391435152858
440.5732331,19.841256763904397
441.00658189,19.978378579892574
441.4399169,20.086724500174157
441.87323811,20.177455069353012
