code	purpose	old_code	collection_day	collection_month	collection_year	label	death_date	sex_code	refrigerator	tray	row	column	location_code	location	notes	genus	species	country	province	latitude	longitude	elevation	light_dark	histology_location	histology_stage_performed	histology_stage_next_up	rna_location	etoh_voucher	elytron	collection
CICIMAUCR0142	nan	nan	nan	nan	nan	CICIMAUCR0142 //SEX: U 	nan	nan	1.0	3.0	3.0	2.0	nan	Pitilla Guanacaste	(Sin información, es solo un tubo de centrifugación con un escarabajo de 1 cm o menos dentro), Ni #0003	nan	nan	Costa Rica	Guanacaste	10.98915728	-85.42592059	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0143	nan	nan	nan	nan	nan	CICIMAUCR0143 //SEX: U 	nan	nan	1.0	3.0	3.0	2.0	nan	Pitilla Guanacaste	(Sin información, es solo un tubo de centrifugación con un escarabajo de 1 cm o menos dentro), Ni #0003	nan	nan	Costa Rica	Guanacaste	10.98915728	-85.42592059	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0144	general	57	28.0	5.0	2023.0	CICIMAUCR0144 MV//SEX: M 28.v.2023	nan	M	1.0	3.0	3.0	3.0	MV	nr. Reserva Bosque Nuboso Santa Elena	MV 14/6/2023	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34361583	-84.79609395	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0145	general	59	28.0	5.0	2023.0	CICIMAUCR0145 MV//SEX: F 28.v.2023	nan	F	1.0	3.0	3.0	3.0	MV	nr. Reserva Bosque Nuboso Santa Elena	#59 MV-2023 05-VI-2023	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34361583	-84.79609395	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0146	nan	nan	7.0	5.0	2022.0	CICIMAUCR0146 TP//SEX: M 7-v-22	nan	M	1.0	3.0	3.0	3.0	TP	Tapanti, Costa Rica	 C. optima P.N. Tapantí 07.V.2022, tapa sale como 36 K	Chrysina	optima	Costa Rica	Cartago	9.703494264	-83.78197828	1487.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0147	general	61	28.0	5.0	2023.0	CICIMAUCR0147 MV//SEX: M 28.v.2023	nan	M	1.0	3.0	4.0	1.0	MV	nr. Reserva Bosque Nuboso Santa Elena	MV 2023 5-VI-2023	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34361583	-84.79609395	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0148	nan	MV-65	nan	nan	2023.0	CICIMAUCR0148 MV//SEX: U 2023	nan	nan	1.0	3.0	4.0	1.0	MV	Monteverde	nan	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0149	nan	MV-66	nan	nan	2023.0	CICIMAUCR0149 MV//SEX: U 2023	nan	nan	1.0	3.0	4.0	1.0	MV	Monteverde	nan	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0150	nan	MV-67	nan	nan	2023.0	CICIMAUCR0150 MV//SEX: U 2023	nan	nan	1.0	3.0	4.0	1.0	MV	Monteverde	nan	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0151	nan	MV-68	nan	nan	2023.0	CICIMAUCR0151 MV//SEX: U 2023	nan	nan	1.0	3.0	4.0	1.0	MV	Monteverde	nan	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0152	nan	MV-69	nan	nan	2023.0	CICIMAUCR0152 MV//SEX: U 2023	nan	nan	1.0	3.0	4.0	1.0	MV	Monteverde	nan	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0153	general	47	nan	nan	2023.0	CICIMAUCR0153 MV//SEX: U RCP	nan	nan	1.0	3.0	4.0	2.0	MV	nr. Estacion Biologica Monteverde	M 31/V K42 (tiene escrito a un lado k47), from Kenji Nishida	nan	nan	Costa Rica	Puntarenas	10.316699	-84.809033	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0154	nan	nan	nan	nan	2023.0	CICIMAUCR0154 LU//SEX: U 2023	nan	nan	1.0	3.0	4.0	2.0	LU	La Unión	2023 La Unión Cartago 	nan	nan	Costa Rica	Cartago	9.907639105	-83.98440192	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0155	nan	nan	nan	nan	nan	CICIMAUCR0155 //SEX: U 	nan	nan	1.0	3.0	4.0	2.0	nan	nan	(Bolsa ziploc con un escarabajo adentro)	nan	nan	Costa Rica	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0156	eye histology	55	28.0	5.0	2023.0	CICIMAUCR0156 MV//SEX: M 28.v.2023	nan	M	1.0	3.0	4.0	2.0	MV	nr. Reserva Bosque Nuboso Santa Elena	Chrysargyrea 55 light male	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34361583	-84.79609395	nan	light-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0157	eye histology	62	28.0	5.0	2023.0	CICIMAUCR0157 MV//SEX: M 28.v.2023	nan	M	1.0	3.0	4.0	2.0	MV	nr. Reserva Bosque Nuboso Santa Elena	Chrysargyrea 62 male hist	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34361583	-84.79609395	nan	dark-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0158	general, élitro derecho p/ UV-VIS-IR Marcela 5/09/23	15	nan	nan	2023.0	CICIMAUCR0158 MV//SEX: F 2023	nan	F	1.0	3.0	4.0	3.0	MV	Monteverde	K32 en la tapa MV 23-15 	Chrysina	cupreomarginata	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0159	nan	23-83	nan	nan	2023.0	CICIMAUCR0159 //SEX: U 2023	nan	nan	1.0	3.0	4.0	3.0	nan	nan	kenji	nan	nan	Costa Rica	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0160	nan	PLATY-1	3.0	5.0	2022.0	CICIMAUCR0160 AM//SEX: U 3.V.22	nan	nan	1.0	1.0	2.0	1.0	AM	Altamira, La Amistad, Costa Rica	Right mesothoracic leg pulled by Angel Solis	Platycoelia	nan	Costa Rica 	Puntarenas	9.029891	-83.009678	1369.0	Light	Left eye, B1	through 1X PBS wash series	Osmication	Right eye, green box B2	95%	right, dry	CICIMAUCR
CICIMAUCR0161	nan	86	nan	nan	nan	CICIMAUCR0161 //SEX: U 	nan	nan	1.0	3.0	4.0	3.0	nan	nan	nan	nan	nan	Costa Rica	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0162	nan	72	nan	nan	2023.0	CICIMAUCR0162 MV//SEX: U 2023	nan	nan	2.0	2.0	nan	nan	MV	Monteverde	nan	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0163	Élitro derecho en bolsa para mediciones de transflectancia y reflectancia	73	nan	nan	2023.0	CICIMAUCR0163 MV//SEX: U 2023	nan	F	2.0	2.0	nan	nan	MV	Monteverde	C. chrysargyrea #74 MV23 female	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0164	nan	74	nan	nan	2023.0	CICIMAUCR0164 MV//SEX: U 2023	nan	nan	2.0	2.0	nan	nan	MV	Monteverde	nan	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0165	nan	75	nan	nan	2023.0	CICIMAUCR0165 MV//SEX: U 2023	nan	nan	2.0	2.0	nan	nan	MV	Monteverde	nan	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0166	nan	77	nan	nan	2023.0	CICIMAUCR0166 MV//SEX: U 2023	nan	nan	2.0	2.0	nan	nan	MV	Monteverde	nan	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0167	nan	78	nan	nan	2023.0	CICIMAUCR0167 MV//SEX: U 2023	nan	nan	2.0	2.0	nan	nan	MV	Monteverde	nan	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0168	nan	81	nan	nan	2023.0	CICIMAUCR0168 MV//SEX: U 2023	nan	nan	2.0	2.0	nan	nan	MV	Monteverde	nan	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0169	nan	nan	nan	nan	2023.0	CICIMAUCR0169 MV//SEX: U 2023	nan	nan	2.0	3.0	nan	nan	MV	Monteverde	Taza rosada con muchos huecos, sin número 	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0170	nan	71	nan	nan	2023.0	CICIMAUCR0170 MV//SEX: U 2023	nan	nan	2.0	3.0	nan	nan	MV	Monteverde	nan	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0171	nan	80	nan	nan	2023.0	CICIMAUCR0171 MV//SEX: U 2023	nan	nan	2.0	3.0	nan	nan	MV	Monteverde	nan	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0172	nan	82	nan	nan	2023.0	CICIMAUCR0172 MV//SEX: U 2023	nan	nan	2.0	3.0	nan	nan	MV	Monteverde	nan	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0173	Élitro derecho en bolsa, para mediciones de transflectancia y reflectancia. 	84	nan	nan	2023.0	CICIMAUCR0173 MV//SEX: U 2023	nan	M	2.0	3.0	nan	nan	MV	Monteverde	Male #84 Monteverde 2023. C. chrysargyrea. macho	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0174	nan	85	nan	nan	2023.0	CICIMAUCR0174 MV//SEX: U 2023	nan	nan	2.0	3.0	nan	nan	MV	Monteverde	nan	nan	nan	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0175	nan	nan	nan	nan	nan	CICIMAUCR0175 AZ-US//SEX: U 2023	nan	nan	nan	nan	nan	nan	nan	nan	C.gloriosa. USA: AZ: Cochise Co, Chiricahua Mtns., Pine Canyon, 31°56.895'N 10920.495'W, 1798 m, 22.VII.2009 MV light, Nathan.P. Lord, colr	Chrysina	gloriosa	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0176	nan	nan	nan	nan	nan	CICIMAUCR0176 AZ-US//SEX: U 2023	nan	nan	nan	nan	nan	nan	nan	nan	C.gloriosa. USA: AZ: Cochise Co, Chiricahua Mtns., Pine Canyon, 31°56.895'N 10920.495'W, 1798 m, 22.VII.2009 MV light, Nathan.P. Lord, colr.	Chrysina	gloriosa	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0177	nan	nan	nan	nan	nan	CICIMAUCR0177 AZ-US//SEX: U 2023	nan	nan	nan	nan	nan	nan	nan	nan	Chrysina.sp. USA: AZ: Cochise Co, Chrisicahua Mtns., Pine Canyon, 31°56.895'N, 10920.495'W, 1798 m, 22.VII.2009 MV light, Nathan.P. Lord, colr. 	Chrysina	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0178	nan	NI #001	nan	nan	nan	CICIMAUCR0178 //SEX :U 	nan	nan	nan	nan	nan	nan	nan	nan	Verde brillante metálico	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0179	nan	NI #002	nan	nan	nan	CICIMAUCR0179 //SEX :U 	nan	nan	nan	nan	nan	nan	nan	nan	Verde rojizo metálico	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0180	nan	nan	nan	nan	nan	CICIMAUCR0180// SEX: U	nan	nan	nan	nan	nan	nan	nan	nan	Strigidia sp, anómala verde rojizo metálico	Strigidia	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0181	nan	nan	nan	nan	2023.0	CICIMAUCR0181 CO//SEX: U 2023	nan	nan	nan	nan	nan	nan	CO	CORONADO	CHRYSINA BOUCARDI CORONADO 2(ICP) 2023. Préstamo a Angel Solís Dic 2023.	Chrysina	boucardi	COSTA RICA	SAN JOSÉ	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
INBUCR0111	nan	INB0004224190	23.0	5.0	2009.0	C111STRBEL1	nan	U	nan	nan	nan	nan	nan	San Ramón. Est. Biol. Villa Blanca.	Strigidia belti. Color verde oscuro metálico con ambos élitros (Det: A.Solís) COSTA RICA Prov. Alajuela. San Ramón. Est. Biol. Villa Blanca. 1115m 23 25 MAY 2009 R. Rojas Tp. Luz Mercurio  L_N_242482 483371 #97135 INB0004224190 INBIOCRI COSTA RICA	Strigidia	belti	Costa Rica	Alajuela	nan	nan	1115.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0112	Élitro derecho en bolsa para mediciones de transflectancia y transmitancia	INB0004211063	25.0	4.0	2009.0	C112STRBEL2	nan	U	nan	nan	nan	nan	nan	Guatuso. P.N V. Tenorio. Laguna La Carmela Finca Juan Jarquín.	Strigidia belti. Color verde oscuro metálico sin élitro derecho COSTA RICA Prov. Alajuela. Guatuso. P.N V. Tenorio. Laguna La Carmela Finca Juan Jarquín. 700-800 m. 25 ABR 2009. J.A Azofeifa. Tp. Luz Mercurio L_N_298300_425900 #96550 INB0004211063 INBIOCRI COSTA RICA	Strigidia	belti	Costa Rica	Alajuela	nan	nan	700.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0113	nan	INB0004090554	13.0	6.0	2007.0	C113STRGLA1	nan	U	nan	nan	nan	nan	nan	Cañas. Laguna La Vieja Finca M. Campos.	Strigidia glabra. Color verde metálico con ambos élitros (Det: A. Solís) COSTA RICA Prov. Guanacaste. Cañas. Laguna La Vieja Finca M. Campos. 600-700m 13 JUN 2007 J.A Azofeifa M. Campos . Tp. Luz Mercurio L_N_292100_421100 #91629. INB0004090554 INBIOCRI COSTA RICA 	Strigidia	glabra	Costa Rica	Guanacaste	nan	nan	600.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0114	Élitro derecho en bolsa para medir transmitancia y transflectancia. 	INB0003420620	20.0	5.0	2001.0	C114STRGLA2	nan	U	nan	nan	nan	nan	nan	Cóbano. Estación Cabo Blanco.	Strigidia glabra. Color verde metálico sin élitro derecho (Det: A. Solís) COSTA RICA Prov. Puntarenas. Cóbano. Estación Cabo Blanco. 0-100m 20-23 MAY 2001 W. Porras. Trampa de Luz L_N_175150_416300 #66574.  INB0003420620 INBIOCRI COSTA RICA 	Strigidia	glabra	Costa Rica	Puntarenas	nan	nan	0.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0115	nan	INB0003055960	nan	8.0	1998.0	C115STRPUB1	nan	U	nan	nan	nan	nan	nan	Estación R. B. Hitoy Cerere.	Strigidia pubes. Color café con ambos élitros (Det: A. Solís) COSTA RICA Prov. Limón. Estación R. B. Hitoy Cerere. 160m AGO 1998 E. Rojas. Tp. Luz L_N_184120_643471 #51622 INB0003055960 INBIOCRI COSTA RICA 	Strigidia	pubes	Costa Rica	Limón	nan	nan	160.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0116	nan	INB0003766766	23.0	9.0	2003.0	C116STRPUB2	nan	U	nan	nan	nan	nan	nan	Hitoy Cerere. Valle La Estrella. Send Espavel.	Strigidia pubes. Color café con ambos élitros (Det: A. Solís) COSTA RICA Prov. Limón. R.B. Hitoy Cerere. Valle de la Estrella. Send. Espavel. 560m 23-27 SEP 2003 F. Rojas. B. Gamboa W. Araya. Luz Mercurio L_S_401200_569800 #75427. INB0003766766 INBIOCRI COSTA RICA 	Strigidia	pubes	Costa Rica	Limón	nan	nan	560.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0117	nan	INB0003515945	1.0	4.0	2002.0	C117STRLAB1	nan	U	nan	nan	nan	nan	nan	P.N. Corcovado. Estac La Leona Alrededores.	Strigidia labyrinthophallica. Color cobrizo con ambos élitros (Det: A. Solís) COSTA RICA Prov. Puntarenas. P.N. Corcovado. Estac La Leona Alrededores. 5m 1-15 ABR 2002 A. Azofeifa. Libre. I S267167_519271 #70571 INB0003515945 INBIOCRI COSTA RICA 	Strigidia	labyrinthophallica	Costa Rica	Puntarenas	nan	nan	5.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0121	nan	INB0003969555	14.0	9.0	2005.0	C121PELSTR1	nan	U	nan	nan	nan	nan	nan	Puesto Isla San Lucas alrededores del puesto	Pelidnota strigosa. Color café sin élitro izquierdo (Det: A. Solís) COSTA RICA Prov. Puntarenas. Isla San Lucas. Puesto Isla San Lucas alrededores del puesto. 0-100m 14-15 SEP 2005 J. Azofeifa. B. Gamboa. A. Picado. M. Moraga Tp. de Luz L_N_214350_437250 #84359 INB0003969555 INBIOCRI COSTA RICA 	Pelidnota	strigosa	Costa Rica	Puntarenas	nan	nan	0.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0122	nan	INB0004171901	25.0	11.0	2008.0	C122PELSTR2	nan	U	nan	nan	nan	nan	nan	Cañas. Reserva Leones. Naciente Quebrada Leones Cabo Blanco.	Pelidnota strigosa. Color café con ambos élitros (Det: A. Solís) COSTA RICA Prov. Guanacaste. Cañas. Reserva Leones. Naciente Quebrada Leones Cabo Blanco. 800-900m 25-26 SEP 2008 J.A. Azofeifa. Tp Luz Mercurio L_N_291200_422800 #94907 INB0004171901 INBIOCRI COSTA RICA 	Pelidnota	strigosa	Costa Rica	Guanacaste	nan	nan	800.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0123	nan	INB0003353862	26.0	6.0	1987.0	C123PELNOT1	nan	U	nan	nan	nan	nan	nan	La Cruz, A.C.G, Pque NAl Gte, Est Mengo, Ladera S W de Volcán Cacao.	Pelidnota notata. Color café con ambos élitros (Det: A. Solís) COSTA RICA Prov. Guanacaste. La Cruz, A.C.G, Pque Nal Gte, Est Mengo, Ladera S W de Volcán Cacao. 1100m. 26 JUN 1987. Janzen. Manual L_N_330200_375700 #52580 INB0003353862 INBIOCRI COSTA RICA 	Pelidnota	notata	Costa Rica	Guanacaste	nan	nan	1100.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0124	nan	INB0003358057	7.0	6.0	1986.0	C124PELNOT2	nan	U	nan	nan	nan	nan	nan	A.C.G, Liberia, Mayorga, Quebrada Grande.	Color café con ambos élitros (Det: A. Solís) COSTA RICA Prov. Guanacaste, A.C.G, Liberia, Mayorga, Quebrada Grande. 400m. 7 JUN 1986. Janzen. Manua (red, libre) L_N_314000_373000 #52573 INB0003358057 INBIOCRI COSTA RICA 	Pelidnota	notata	Costa Rica	Guanacaste	nan	nan	400.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0125	nan	INB0003955877	4.0	7.0	2005.0	C125PELPUN1	nan	U	nan	nan	nan	nan	nan	Nicoya, San Antonio, Comunidad Rosario	Pelidnota punctulata. Color café con ambos élitros (Det: A. Solís) COSTA RICA Prov. Guanacaste, Nicoya, San Antonio, Comunidad Rosario, 50 m. 4 JUL 2005, B. Gamboa, J. Azofeifa, J. Gutiérrez, M. Moraga, Y. Cárdenas, Tp de Luz, L_N_256800_383500 #83775 INB0003955877 INBIOCRI COSTA RICA 	Pelidnota	punctulata	Costa Rica	Guanacaste	nan	nan	50.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0126	nan	INB0003168439	6.0	5.0	2000.0	C126PELPUN2	nan	U	nan	nan	nan	nan	nan	Bagaces, P.N Palo Verde, Sector Palo Verde	Color café con ambos élitros (Det: A. Solís) COSTA RICA Prov. Guanacaste, Bagaces, P.N Palo Verde, Sector Palo Verde. 10 m. 6-27 MAY 2000. W. Porras. de Luz. L_N_260300_390150 #57445 INB0003168439 INBIOCRI COSTA RICA 	Pelidnota	punctulata	Costa Rica	Guanacaste	nan	nan	10.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0131	nan	INB0004128045	15.0	11.0	2007.0	C131PELPRO1	nan	U	nan	nan	nan	nan	nan	Golfito. Jiménez. Est. FJ Tigre, Area Administrativa.	Pelidnota prolixa. Color café con ambos élitros (Det: A. Solís) COSTA RICA Prov. Puntarenas. Golfito. Jiménez. Est. FJ Tigre, Area Administrativa. 47 m. 15-16 NOV 2007. J. A. Azofeifa. Tp Luz. L_S_277800_529600 #92867 INB0004128045 INBIOCRI COSTA RICA 	Pelidnota	prolixa	Costa Rica	Puntarenas	nan	nan	47.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0132	nan	INB0004200339	24.0	2.0	2009.0	C132PELPRO2	nan	U	nan	nan	nan	nan	nan	Veragua Rainforest. Campamento	Color café con ambos élitros (Det: A. Solís) COSTA RICA Prov. Limón. Veragua Rainforest. Campamento. 400-440 m. 24-27 FEB 2009. R. Villalobos. Tp. Luz Mercurio. L_N_212220_625230 #95892 INB0004200339 INBIOCRI COSTA RICA 	Pelidnota	prolixa	Costa Rica	Limón	nan	nan	400.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0133	nan	INB0004090449	14.0	6.0	2007.0	C133PELFRO1	nan	U	nan	nan	nan	nan	nan	Cañas. P.N. Volcán Tenorio. Río Martirio. La Rejolla.	Pelidnota fromeri. Color café con ambos élitros (Det: A. Solís) COSTA RICA Prov. Guanacaste. Cañas. P.N. Volcán Tenorio. Río Martirio. La Rejolla. 1000-1100m 14-15 JUN 2007. J. A. Azofeifa, M. Campos. Tp. Luz Mercurio. L_N_292650_422850 #91628 INB0004090449 INBIOCRI COSTA RICA 	Pelidnota	frommeri	Costa Rica	Guanacaste	nan	nan	1000.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0134	nan	INB0004090474	14.0	6.0	2007.0	C134PELFRO2	nan	U	nan	nan	nan	nan	nan	Cañas. P.N. Volcán Tenorio. Río Martirio. La Rejolla.	Pelidnota fromeri. Color café con ambos élitros (Det: A. Solís) COSTA RICA Prov. Guanacaste. Cañas. P.N. Volcán Tenorio. Río Martirio. La Rejolla. 1000-1100m 14-15 JUN 2007. J. A. Azofeifa, M. Campos. Tp. Luz Mercurio. L_N_292650_422850 #91628 INB0004090474 INBIOCRI COSTA RICA 	Pelidnota	frommeri	Costa Rica	Guanacaste	nan	nan	1000.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0135	nan	INBIOCRI001935604	14.0	8.0	1993.0	C135PELPAR1	nan	U	nan	nan	nan	nan	nan	Amubri, A. C. Amistad	Color café con ambos élitros. Pelidnota parallela Det: A. Solís. Amubri, A. C. Amistad, Prov. Limón. COSTA RICA 70 m. 14-22 Agos 1993. G. M. Gallardo, L_S_385500_578000 #2194. INBIOCRI001935604	Pelidnota	paralela	Costa Rica	Limón	nan	nan	70.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0136	nan	INBIOCRI002538670	10.0	4.0	1997.0	C136PELPAR2	nan	U	nan	nan	nan	nan	nan	Estación Altamira. 1 km. S del Cerro Biolley.	Pelidnota parallela. Color café con ambos élitros. Pelidnota parallela. Det: A. Solís. COSTA RICA, Prov. Puntarenas. Estación Altamira. 1 km. S del Cerro Biolley. 1450 m. 7 ABR - 10 MAY 1997. R. Villalobos. de Luz. L_S_331700_572100 #46227. INBIOCRI002538670	Pelidnota	parallela	Costa Rica	Puntarenas	nan	nan	1450.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0141	nan	INBIOCRI002382849	10.0	3.0	1996.0	C141PELLAE1	nan	U	nan	nan	nan	nan	nan	Finca Cafrosa, Embalce, 800 m NO. de Tigra	Color café con ambos élitros. Pelidnota laevissima. Det: A. Solís. Finca Cafrosa, Embalce, 800 m NO. de Tigra, Puntarenas, Costa Rica. 1280 m. 10-26 MAR 1996. E. Navarro, de Luz L_S_317800_596200 #7488. INBIOCRI002382849	Pelidnota	laevissima	Costa Rica	Puntarenas	nan	nan	800.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0142	nan	INBIOCRI002374952	10.0	5.0	1996.0	C142PELLAE2	nan	U	nan	nan	nan	nan	nan	Finca Cafrosa, Embalce, 800 m NO. de Tigra	Color café con ambos élitros. Pelidnota laevissima. Det: A. Solís. Finca Cafrosa, Embalce, 800 m NO. de Tigra, Puntarenas, Costa Rica. 1280 m.10-21 MAY 1996. E. Navarro, L_S_317800_596200 #7494. INBIOCRI002374952	Pelidnota	laevissima	Costa Rica	Puntarenas	nan	nan	1800.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0211	nan	nan	nan	nan	nan	C211	nan	nan	nan	nan	nan	nan	nan	nan	C211 M. E. Tricolor Esc Verde Grande	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0212	Élitro derecho en bolsa para medicion de transflectancia y reflectancia.  Elitro derecho E. Bermudez 4-MAR-24 SEM. 	INB0004065610	17.0	2.0	2007.0	C212	nan	M	nan	nan	nan	nan	nan	P.I La Amistad Caribe Camp 1: Río Lori, Transecto 2.	Chrysina boucardi. Escarabajo grande, falta élitro derecho, cobrizo morado.Det: A. Solís Costa Rica, Prov Limón. P.I La Amistad Caribe Camp 1: Río Lori, Transecto 2. 1800 m - 1900 m 17 Feb 2007 B Gamboa M. Moraga Tp Luz #90738. INB0004065610 INBIOCRI COSTA RICA.	Chrysina	boucardi	Costa Rica	Limón	nan	nan	1800.0	nan	nan	nan	nan	nan	nan	nan	INBUCR
INBUCR0213	nan	INBIOCRI002037918	nan	nan	nan	C213	nan	M	nan	nan	nan	nan	nan	nan	Chrysina optima Det: A. Solís. INBIOCRI002037918	Chrysina	optima	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	INBUCR
