genus	species	binomial	species_code	code	notes	location	latitude	longitude	province	protected_area	canton	district	max_altitude	min_altitude	collection_date_start	collection_date_end	collector
Macraspis	hirtiventris1	Macraspis hirtiventris1	88	3014866		"A.C.L.A.P, Paraiso, Pque Nal Tapanti, Queb Segunda, Send Catarata"	9.7331867	-83.7810889	Cartago	P.N. Tapanti Macizo de La Muerte	Paraíso	Orori	1450	1450	01/05/1998	31/05/1998	"Delgado, Roberto"
Macraspis	hirtiventris1	Macraspis hirtiventris1	88	3014867		"A.C.L.A.P, Paraiso, Pque Nal Tapanti, Queb Segunda, Send Catarata"	9.7331867	-83.7810889	Cartago	P.N. Tapanti Macizo de La Muerte	Paraíso	Orori	1450	1450	01/05/1998	31/05/1998	"Delgado, Roberto"
Macraspis	hirtiventris1	Macraspis hirtiventris1	88	3977178		"Reserva Biologica Monteverde, Aleman"	10.3919328	-84.7488503	Alajuela	P.N. Arenal	San Ramón	Peñas Blancas	1300	1200	28/10/2005	28/10/2005	"Azofeifa Zuñiga, Jose Antonio"
Macraspis	hirtiventris1	Macraspis hirtiventris1	88	20181128	Sin etiqueta de n�mero de especimen	"Alrededores de La Casona, CCT"	10.3043003	-84.7962042	Puntarenas	Z.P. Arenal-Monteverde	Puntarenas	Monteverde	1600	1500	06/09/2002	07/09/2002	R. Murillo
Macraspis	hirtiventris2	Macraspis hirtiventris2	88	1147235		"Estacion Altamira, 1 Km S Cerro Frantzius"	9.0492233	-82.9890278	Puntarenas	P.N. La Amistad	Buenos Aires	Potrero Grande	1960	1950	01/11/1994	30/11/1994	"Solis, Angel"
Macraspis	hirtiventris2	Macraspis hirtiventris2	88	2398124		"Sitio Coto Brus, 2.6 Km. ENE. del Cerro Bellavista"	8.9719031	-82.7731914	Puntarenas	Z.P. Las Tablas	Coto Brus	Sabalito	1900	1800	22/03/1996	22/03/1996	"Navarro, Enia"
Macraspis	hirtiventris2	Macraspis hirtiventris2	88	2417991		Finca La Neblina de Willian Gamboa Elizondo	8.9130844	-82.7556053	Puntarenas	Z.P. Las Tablas	Coto Brus	Sabalito	1960	1900	10/04/1998	10/04/1998	"Gamboa R., Billen"
Macraspis	hirtiventris2	Macraspis hirtiventris2	88	2417992		Finca La Neblina de Willian Gamboa Elizondo	8.9130844	-82.7556053	Puntarenas	Z.P. Las Tablas	Coto Brus	Sabalito	1960	1900	10/04/1998	10/04/1998	"Gamboa R., Billen"
Macraspis	hirtiventris2	Macraspis hirtiventris2	88	2417993		Finca La Neblina de Willian Gamboa Elizondo	8.9130844	-82.7556053	Puntarenas	Z.P. Las Tablas	Coto Brus	Sabalito	1960	1900	10/04/1998	10/04/1998	"Gamboa R., Billen"
Macraspis	hirtiventris2	Macraspis hirtiventris2	88	2417994		Finca La Neblina de Willian Gamboa Elizondo	8.9130844	-82.7556053	Puntarenas	Z.P. Las Tablas	Coto Brus	Sabalito	1960	1900	10/04/1998	10/04/1998	"Gamboa R., Billen"
Macraspis	hirtiventris2	Macraspis hirtiventris2	88	2417995		Finca La Neblina de Willian Gamboa Elizondo	8.9130844	-82.7556053	Puntarenas	Z.P. Las Tablas	Coto Brus	Sabalito	1960	1900	10/04/1998	10/04/1998	"Gamboa R., Billen"
Macraspis	hirtiventris2	Macraspis hirtiventris2	88	2417998		Finca La Neblina de Willian Gamboa Elizondo	8.9130844	-82.7556053	Puntarenas	Z.P. Las Tablas	Coto Brus	Sabalito	1960	1900	10/04/1998	10/04/1998	"Gamboa R., Billen"
Macraspis	hirtiventris2	Macraspis hirtiventris2	88	2516851		"Finca Chinchilla, 1.5 Km SO. del Cerro Gemelo"	9.0391847	-82.9408397	Puntarenas	P.N. La Amistad	Coto Brus	Pittier	2240	2200	05/04/1997	10/04/1997	"Moraga, Marcos"
Macraspis	hirtiventris2	Macraspis hirtiventris2	88	3085577		"Coto Brus, Send Cerro Echandi, Primer Campamento borde de Tacotal"	8.9856061	-82.832725	Puntarenas	Z.P. Las Tablas	Coto Brus	Sabalito	2000	1900	18/05/2000	19/05/2000	"Picado, Annia"
