wavelength;reflectance
350,1661362;90,9426871927145
350,60193709;90,9442148574256
351,03772818;90,9457121988671
351,47350942;90,9471793741899
351,90928082;90,9486165407337
352,34504234;90,9500238556545
352,78079397;90,9514014761918
353,21653569;90,9527495595362
353,65226748;90,9540682628624
354,08798932;90,9553577433292
354,5237012;90,9566181581081
354,95940309;90,957849664296
355,39509497;90,9590524190038
355,83077683;90,9602265793526
356,26644864;90,9613723023929
356,70211039;90,9624897452121
357,13776206;90,9635790648541
357,57340363;90,9646404183461
358,00903508;90,9656739626991
358,44465639;90,9666798549073
358,88026755;90,9676582519706
359,31586852;90,9686093108051
359,7514593;90,9695331883986
360,18703986;90,9704300416563
360,62261019;90,9713000275083
361,05817026;90,9721433028273
361,49372007;90,9729600245266
361,92925958;90,973750349426
362,36478878;90,9745144343851
362,80030765;90,9752524362269
363,23581617;90,9759645117572
363,67131432;90,9766508177642
364,10680209;90,9773115110339
364,54227945;90,9779467483035
364,97774638;90,9785566863089
365,41320287;90,9791414817814
365,8486489;90,9797012914197
366,28408445;90,9802362719047
366,71950949;90,980746579888
367,15492401;90,9812323720273
367,590328;90,9816938049601
368,02572142;90,9821310352743
368,46110427;90,9825442195809
368,89647652;90,9829335144422
369,33183815;90,9832990764129
369,76718915;90,9836410620366
370,2025295;90,9839596278294
370,63785917;90,9842549302825
371,07317815;90,9845271258825
371,50848642;90,9847763710899
371,94378395;90,9850028223417
372,37907074;90,9852066360714
372,81434676;90,9853879686777
373,24961199;90,985546976546
373,68486642;90,9856838160457
374,12011002;90,9857986435202
374,55534277;90,9858916152981
374,99056467;90,9859628876911
375,42577567;90,9860126169837
375,86097578;90,9860409594491
376,29616497;90,9860480713358
376,73134321;90,9860341088748
377,1665105;90,9859992282764
377,6016668;90,9859435857336
378,03681211;90,9858673374155
378,47194641;90,9857706394727
378,90706966;90,9856536480421
379,34218187;90,9855165192272
379,777283;90,9853594091256
380,21237303;90,9851824738098
380,64745196;90,9849858693228
381,08251975;90,9847697517049
381,5175764;90,9845342769568
381,95262187;90,9842796010802
382,38765616;90,9840058800337
382,82267924;90,9837132697729
383,25769109;90,9834019262274
383,6926917;90,9830720052984
384,12768105;90,9827236628731
384,56265911;90,9823570548267
384,99762586;90,9819723370063
385,4325813;90,9815696652193
385,8675254;90,9811491952785
386,30245813;90,9807110829776
386,73737949;90,9802554840586
387,17228945;90,9797825542729
387,60718799;90,9792924493405
388,04207509;90,9787853249605
388,47695074;90,9782613367983
388,91181492;90,9777206405091
389,3466676;90,9771633917398
389,78150877;90,9765897460906
390,21633841;90,9759998591524
390,6511565;90,9753938864945
391,08596302;90,9747719836646
391,52075795;90,9741343061885
391,95554127;90,9734810095704
392,39031297;90,972812249277
392,82507302;90,9721281807836
393,2598214;90,9714289595284
393,6945581;90,9707147409112
394,1292831;90,969985680325
394,56399638;90,9692419331407
394,99869791;90,9684836547248
395,43338769;90,9677110003685
395,86806568;90,9669241254114
396,30273188;90,9661231850987
396,73738625;90,9653083347263
397,1720288;90,9644797294737
397,60665948;90,9633088041067
398,04127829;90,9625015292257
398,47588521;90,9616885746863
398,91048022;90,9608699409943
399,34506329;90,9600456286754
399,77963441;90,9592156382188
400,21419356;90,9583799701333
400,64874072;90,9575386249288
401,08327588;90,9566916030968
401,517799;90,9558389051881
401,95231008;90,9549805316766
402,3868091;90,9541164830759
402,82129603;90,9532467599208
403,25577086;90,9523713627072
403,69023356;90,9514902919722
404,12468412;90,9506035482136
404,55912252;90,9497111319502
404,99354874;90,9488130437018
405,42796276;90,9479092839895
405,86236457;90,946999853314
406,29675414;90,9460847522192
406,73113145;90,9451639812291
407,16549648;90,9442375408687
407,59984922;90,9433054316426
408,03418965;90,9423676540775
408,46851774;90,941424208723
408,90283349;90,9404750960645
409,33713686;90,9395203166754
409,77142784;90,9385598710649
410,20570642;90,9375937597426
410,63997256;90,9366219832858
411,07422626;90,9356445421839
