wavelength,L,R,reflectance
350.60193709,74.70656148,72.05828301814354,146.76484449814353
351.03772818,74.41427311,72.54709146483188,146.96136457483186
351.47350942,74.87254902,73.03826359190998,147.91081261191
351.90928082,74.91655213,74.03598281885522,148.9525349488552
352.34504234,75.22464699,73.91196716175348,149.13661415175346
352.78079397,74.83960122,73.37176949351364,148.21137071351365
353.21653569,74.99258086,73.74853841578187,148.74111927578187
353.65226748,75.30204,74.06309984051883,149.36513984051885
354.08798932,75.01237502,74.33849963295427,149.35087465295425
354.5237012,74.54563414,74.99277664239908,149.53841078239907
354.95940309,74.51386832,75.08330631789255,149.59717463789255
355.39509497,74.87879688,74.7142828757067,149.5930797557067
355.83077683,74.89113222,74.55040857407101,149.44154079407102
356.26644864,74.46156886,74.60942411789928,149.07099297789927
356.70211039,74.44378814,74.29407865520942,148.7378667952094
357.13776206,74.19829361,74.62531019277333,148.82360380277333
357.57340363,74.19165196,74.64147800387856,148.83312996387855
358.00903508,74.06537483,74.02589083025113,148.0912656602511
358.44465639,74.28179234,74.89947900059259,149.1812713405926
358.88026755,74.44607125,74.36388723834897,148.80995848834897
359.31586852,74.52627466,74.37177509613544,148.89804975613544
359.7514593,74.47203754,73.48623545612791,147.9582729961279
360.18703986,74.53391898,74.55022379558375,149.08414277558376
360.62261019,75.40726202,75.61019868124299,151.017460701243
361.05817026,75.53149607,75.38881365776757,150.92030972776757
361.49372007,75.78356002,75.45463874674142,151.23819876674142
361.92925958,75.67328484,75.69099443363176,151.36427927363175
362.36478878,75.92848677,75.64668240647582,151.5751691764758
362.80030765,75.86343395,74.83647855830777,150.69991250830776
363.23581617,75.68526917,74.1447039881642,149.8299731581642
363.67131432,75.95671422,74.25466955105978,150.2113837710598
364.10680209,76.10662995,76.05347658214004,152.16010653214005
364.54227945,76.39696462,75.41384596509911,151.81081058509912
364.97774638,76.08588595,75.13038330445717,151.2162692544572
365.41320287,76.16595702,74.71419369477731,150.8801507147773
365.8486489,75.86036393,74.56282288388091,150.42318681388093
366.28408445,75.81731721,74.40326310783074,150.22058031783075
366.71950949,75.79227959,74.47463715156915,150.26691674156916
367.15492401,75.83687173,74.4378361300331,150.27470786003312
367.590328,75.44568107,74.6566277730794,150.1023088430794
368.02572142,75.4977331,74.83644877770121,150.3341818777012
368.46110427,75.75577949,74.7124868026129,150.4682662926129
368.89647652,75.75457695,74.70849261309495,150.46306956309496
369.33183815,74.93593534,74.37198155650017,149.30791689650016
369.76718915,75.26424972,74.48937549263205,149.75362521263204
370.2025295,75.67647933,74.3262014816894,150.0026808116894
370.63785917,75.92629482,74.68057706699996,150.60687188699995
371.07317815,76.55674007,74.574865502643,151.131605572643
371.50848642,76.60527626,75.07288320262207,151.67815946262206
371.94378395,76.1720302,74.68429803093682,150.8563282309368
372.37907074,75.75486691,74.85462385025164,150.60949076025165
372.81434676,75.45283579,74.86639475439186,150.31923054439187
373.24961199,75.35629453,74.7498887706191,150.10618330061908
373.68486642,75.37912578,74.3342972813794,149.7134230613794
374.12011002,75.41728395,73.75470302845962,149.1719869784596
374.55534277,75.4528358,74.2354488046046,149.6882846046046
374.99056467,75.27744749,74.79251739698485,150.06996488698485
375.42577567,75.75037147,74.50364732572493,150.25401879572493
375.86097578,75.9114712,74.40992360750536,150.32139480750536
376.29616497,75.74740997,74.43718463378772,150.18459460378773
376.73134321,75.99327931,74.92943463054,150.92271394054
377.1665105,75.90002975,75.50125151493309,151.4012812649331
377.6016668,75.8501725,74.18938468739086,150.03955718739087
378.03681211,75.9357762,75.06819990848506,151.00397610848506
378.47194641,76.64564446,74.780420408219,151.426064868219
378.90706966,76.44292014,74.27848368805374,150.72140382805372
379.34218187,76.7178184,74.61577573629248,151.33359413629248
379.777283,77.46644459,75.32158086532533,152.78802545532534
380.21237303,77.4737668,74.77045240639325,152.24421920639327
380.64745196,77.25090625,74.15589518670038,151.4068014367004
381.08251975,77.29142186,73.76828586957119,151.0597077295712
381.5175764,77.46382479,73.5487636981421,151.01258848814211
381.95262187,77.0420493,74.00928598889077,151.05133528889075
382.38765616,76.94225973,73.2725041033236,150.21476383332362
382.82267924,77.38072428,73.54292760511483,150.92365188511482
383.25769109,77.26665393,73.67053801283991,150.93719194283992
383.6926917,77.05277196,74.28595412034561,151.33872608034562
384.12768105,77.0399924,73.73162707903529,150.77161947903528
384.56265911,77.02587433,74.41005310416962,151.43592743416963
384.99762586,77.3264053,74.10390408721575,151.43030938721574
385.4325813,77.58424838,73.34840548942971,150.9326538694297
385.8675254,77.86121673,74.7386489172938,152.5998656472938
386.30245813,77.81466375,74.74698060306743,152.56164435306744
386.73737949,78.51774331,74.78687171770643,153.30461502770643
387.17228945,78.71249525,75.61968849277925,154.33218374277925
387.60718799,78.4237481,75.67294468106155,154.09669278106156
388.04207509,78.41155916,75.67365194671298,154.08521110671296
388.47695074,78.5397604,74.5311123673816,153.07087276738162
388.91181492,78.16027088,74.58718509510703,152.74745597510702
389.3466676,77.69656077,74.33569101664335,152.03225178664337
389.78150877,77.96435272,74.83541134216132,152.79976406216133
390.21633841,78.16683831,74.51268229326071,152.6795206032607
390.6511565,78.23402862,73.72642951342173,151.96045813342175
391.08596302,78.13787936,72.97529459600935,151.11317395600935
391.52075795,78.10889326,72.9024215708429,151.0113148308429
391.95554127,77.75500698,73.67730274916693,151.43230972916695
392.39031297,78.42881134,74.08020237809643,152.5090137180964
392.82507302,78.13897168,72.7424579814847,150.8814296614847
393.2598214,77.86847231,72.25808133211423,150.12655364211423
393.6945581,77.76954428,72.61488508839234,150.38442936839235
394.1292831,78.03885292,72.72710071494244,150.76595363494243
394.56399638,78.16028132,72.38760298542854,150.54788430542854
394.99869791,78.14643188,72.50010235635533,150.6465342363553
395.43338769,78.44272244,72.38294848608936,150.82567092608934
395.86806568,78.36470919,73.15744714137773,151.52215633137774
396.30273188,78.38140577,72.60598259708308,150.9873883670831
396.73738625,77.93186895,72.5838022192196,150.51567116921962
397.1720288,77.84280937,72.36958435868087,150.21239372868087
397.60665948,77.65977096,73.08769372433261,150.7474646843326
398.04127829,76.76340925,72.39995948971203,149.16336873971204
398.47588521,76.41957276,71.78000187310475,148.19957463310476
398.91048022,76.12882854,71.64938878546512,147.7782173254651
399.34506329,75.79130125,69.95762921498557,145.74893046498556
399.77963441,75.21874863,69.7359355312275,144.95468416122748
400.21419356,73.8576166,69.14831490452973,143.0059315045297
400.64874072,72.74599638,67.53749656315507,140.28349294315507
401.08327588,71.58348737,66.4948012170628,138.0782885870628
401.517799,70.02197802,64.57615889096917,134.59813691096917
401.95231008,68.43981248,63.55103170856177,131.99084418856177
402.3868091,67.00520931,61.60308254935531,128.6082918593553
402.82129603,65.38974378,60.49072381676984,125.88046759676985
403.25577086,63.46094208,58.21725013518411,121.67819221518411
403.69023356,61.06217871,55.360366880095135,116.42254559009513
404.12468412,58.89858132,53.021168755180106,111.9197500751801
404.55912252,56.61233209,50.82033709346885,107.43266918346885
404.99354874,54.47935245,48.50042371436018,102.97977616436017
405.42796276,51.98645772,45.16764507002819,97.15410279002819
405.86236457,49.69466197,42.49932095272102,92.19398292272102
406.29675414,47.77725784,40.64556218370148,88.42282002370148
406.73113145,45.72914293,38.64467915325642,84.37382208325641
407.16549648,43.98718913,36.31628817417277,80.30347730417276
407.59984922,42.22628457,34.34535041558605,76.57163498558604
408.03418965,40.66953818,32.598770578580535,73.26830875858053
408.46851774,39.35370316,30.845927040323115,70.19963020032311
408.90283349,38.10946411,29.321816346904413,67.4312804569044
409.33713686,37.02490083,27.82723684216382,64.85213767216382
409.77142784,35.99468223,26.452597756670983,62.447279986670985
410.20570642,34.97503171,25.076636565769647,60.05166827576965
410.63997256,34.22747578,24.055301954017644,58.28277773401764
411.07422626,33.52464451,22.974397741153123,56.49904225115313
411.50846749,32.96160793,22.06669203843989,55.02829996843989
411.94269624,32.39328804,21.258630622470207,53.65191866247021
412.37691248,31.86231244,20.502791822829536,52.36510426282953
412.81111621,31.45146407,19.873207030928572,51.32467110092857
413.24530738,31.15624547,19.178319907289794,50.33456537728979
413.679486,30.86326592,18.56233110780121,49.42559702780121
414.11365204,30.49374537,17.90425340760093,48.39799877760093
414.54780547,30.2359083,17.454695486920386,47.690603786920384
414.98194629,30.0227684,17.003592467874554,47.02636086787456
415.41607447,29.87453825,16.551227201572978,46.42576545157298
415.85018999,29.77726169,16.254493894075782,46.03175558407578
416.28429284,29.66602957,15.92802807814597,45.59405764814597
416.71838299,29.57317366,15.666827101643422,45.24000076164342
417.15246043,29.5613413,15.422527694308808,44.98386899430881
417.58652514,29.56947439,15.109115898492918,44.67859028849292
418.02057709,29.59543665,14.868826686096723,44.46426333609672
418.45461627,29.56418546,14.564392937757063,44.12857839775707
418.88864266,29.634745,14.359993240812416,43.99473824081242
419.32265625,29.6982611,14.157608525056972,43.85586962505697
419.756657,29.81695533,13.948496818116114,43.76545214811611
420.19064491,29.90389529,13.710970667703737,43.61486595770374
420.62461995,30.00308907,13.581152200243022,43.58424127024303
